StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-21 16:57:38,2021-08-21 17:06:44,IP Address,184.69.54.106,100,546,True,2021-08-21 17:06:45,R_3NJLxuoq9grwNLg,,,,,50.085906982421875,-96.939300537109375,anonymous,EN,6111560ecba47c2bcc89a17e,Yes,,4,,1.272,46.735,47.901,2,"I live with my mother who is not a great person, so I am looking to move out but the market it flooded with buyers and houses are going for too much. I will need to save a larger deposit with working minimum wage.",Yes,New job,Renting,Second job,,,,,3,5,6,,,,,0,0,186.4,0,,,,,11.525,72.733,73.49,2,I could try to find a rental for cheap so I could still save money for a place to own.,No,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,30,Female,,Technical/community college,yes,Control,false,false,false,,,,,,,,,,,
2021-08-21 16:58:24,2021-08-21 17:06:50,IP Address,189.178.135.51,100,506,True,2021-08-21 17:06:50,R_1Gw6jrGgt0jrsnF,,,,,20.6381072998046875,-103.34799957275390625,anonymous,EN,6110372e5ac6859c2699531c,Yes,,,5,1.428,204.088,205.031,8,There is this Air Conditioner technician that I already paid around 100 USD but he has not come over. He does not answer to my calls; I have been polite I been sending polite messages every for almost 1 month. But I cannot get to reach him.,No,,,,,,,,,,,,,,,,,,,0,0,105.139,0,3.793,125.716,127.335,9,"There is this Air Conditioner technician which I already paid 200 USD to fix one AC, he has not attended to my apartment in over a Month, he sporadically answers to my messages but he does not, the bad thing is the he knows where I live and if I try to look for him where he lives, I am afraid he tries something againts me.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,1-10 times,I am,31,Male,,Undergraduate degree (BA/BSc/other),no,IChing,,,,,,,,,,,,,,
2021-08-21 16:58:31,2021-08-21 17:07:11,IP Address,201.189.138.179,100,520,True,2021-08-21 17:07:11,R_1PZ4TZcMtNHvzqI,,,,,-33.3480987548828125,-70.51979827880859375,anonymous,EN,611334c9f1e032d7e123c726,Yes,,,3,1.23,75.78,77.015,4,"I have been attending college 2 years already, but online. Due to this, I haven't met the people that I study with, and I have made very few 'friends'. This has been a problem for me emotionally. ",Yes,"Now that the pandemic situation is more controlled, the library at campus is open. I have considered going to do my online classes from there. ","Talking to random people by chat or zoom, with any excuse I get","Continue to talk to people I have group works with or that I have to interact to academically ",,,,,9,3,7,,,,,,,,,44.141,125.076,149.069,6,4.319,54.04,56.075,5,"My problem is that due to a change in the way the world has to function, I have not been able to live the experience of being a college student.",No,10,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,Yes,Never,I am,20,Female,,High school diploma/A-levels,no,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:56:27,2021-08-21 17:07:15,IP Address,76.67.169.73,100,647,True,2021-08-21 17:07:15,R_2Sw9dcLij0gl5HS,,,,,45.5323028564453125,-73.8180999755859375,anonymous,EN,60fefeda8f507bd76ea54a94,Yes,,,4,1.796,70.933,72.014,3,"I start school soon and it will be my first time going to school and working at the same time, I don't know if I will be able to manage both.",Yes,spend all my breaks studying,Make studying fun for me.,Possibly quitting my job,less classes this semester,,,,3,9,3,5,,,,0,0,189.312,0,,,,,16.587,42.697,43.82,3,"I don't know if I am independant and responsible enough to be able to dedicate most of my time to being productive
",No,4,9,3,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,18,Female,,Secondary education (e.g. GED/GCSE),no,Control,false,false,false,false,,,,,,,,,,
2021-08-21 16:55:57,2021-08-21 17:07:23,IP Address,2.34.90.215,100,685,True,2021-08-21 17:07:23,R_12GaC1xvcM8wJ9r,,,,,45.472198486328125,9.19219970703125,anonymous,EN,60fde6d86467b30ad6c0c282,Yes,,,5,6.71,282.673,284.199,17,My friend of 7 years had moved to the Netherlands to study. Our friendship was ok at first but now we stopped hearing from each other. She didn’t even greet me on my birthday. I greeted her on hers yesterday but she still hasn’t even thanked me.,Yes,Talk to her,Leave it as it is and lose the friendship,,,,,,3,6,,,,,,,,,,0,0,95.056,0,10.926,93.648,96.067,5,"My friend of 7 years moved abroad to study. At first our friendship was okay, but we stopped hearing from each other, she didnt even greet me in my bday and not even replied to my birthday wishes to her",No,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,1-10 times,I am,21,Female,,High school diploma/A-levels,no,IChing,false,false,,,,,,,,,,,,
2021-08-21 16:55:03,2021-08-21 17:07:23,IP Address,69.92.78.207,100,740,True,2021-08-21 17:07:23,R_1IcO6ocJDvl4VyA,,,,,33.742401123046875,-90.7295989990234375,anonymous,EN,611ad4e35f788379767b233e,Yes,,,5,4.494,58.167,59.271,4,In ability to find a true love in ladies of now adays,No,,,,,,,,,,,,,,,93.722,93.722,182.834,1,,,,,12.019,57.492,58.69,5,In ability to find true love while living as a broke guy,Yes,,,,,,,,To be hardworking,to give love another chance,"to shun the belief that,all ladies are the same",to make friends with ladies and from there things may turn out good,,,,,,,,,,,6,7,7,10,,,,5,,,I am,30 years,Male,,Graduate degree (MA/MSc/MPhil/other),no,Control,,,,,,,,false,false,false,false,,,
2021-08-21 16:55:56,2021-08-21 17:07:23,IP Address,121.200.4.31,100,687,True,2021-08-21 17:07:24,R_2zj2ffUaXwRgNhf,,,,,-37.768402099609375,144.9512939453125,anonymous,EN,6114b16094227d8587308d6f,Yes,,,4,1.578,158.286,158.954,10,I need a new car as current one is too small. I now have 2 kids and needing to fit all that goes with them in my car. However I do not have the money to buy the car outright.,Yes,Save for a period then buy car,"Get a loan ","Buy a second hand car ","Make the small car work ",,,,8,6,3,6,,,,32.952,165.106,183.266,8,,,,,6.583,77.701,82.161,12,"I cannot afford a bigger car right now but I will be able to in the future. ",No,9,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,5,,,I am,31,Female,,Graduate degree (MA/MSc/MPhil/other),no,Control,false,false,false,false,,,,,,,,,,
2021-08-21 16:55:46,2021-08-21 17:07:25,IP Address,89.155.34.125,100,698,True,2021-08-21 17:07:25,R_C7dpmYaTc2pCQcp,,,,,41.169097900390625,-8.6793060302734375,anonymous,EN,609ad471f2417bc9a0ab678e,Yes,,,3,23.897,42.872,44.821,3,I am having issues with my dad,Yes,Better communication,Common interests,Not doing things that he would be upset with,,,,,10,7,5,,,,,0,0,182.443,0,,,,,9.927,39.833,44.895,2,I have been distant from my father due to lack of communication between both.,No,10,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,22,Male,,High school diploma/A-levels,no,Control,false,false,false,,,,,,,,,,,
2021-08-21 16:56:28,2021-08-21 17:07:30,IP Address,187.184.96.208,100,661,True,2021-08-21 17:07:30,R_bNvTvJ4eOG1tSOl,,,,,21.1967926025390625,-89.66320037841796875,anonymous,EN,6115b0a5cbb564b781bfb81bf,Yes,,,5,4.203,34.866,36.545,2,change of career,Yes,change,don't,do it,think,speak it,"ponder it ",goes in,6,3,9,7,8,6,7,,,,,4.884,109.079,119.594,9,11.044,30.74,32.394,2,money for leaving,Yes,,,,,,,,generate,get job,beggar,rob,nothing,loan,ask 4 help,8,3,9,8,9,6,7,8,7,2,2,1,2,5,5,Yes,1-10 times,I am,18,Male,,High school diploma/A-levels,no,IChing,false,false,false,false,false,false,false,false,false,false,false,false,false,false
2021-08-21 16:56:14,2021-08-21 17:07:31,IP Address,167.96.18.183,100,676,True,2021-08-21 17:07:31,R_31NTurK6xy2UKOI,,,,,30.401092529296875,-91.20670318603515625,anonymous,EN,61083466e80538d08f3a009d,Yes,,3,,2.139,34.115,34.908,4,"I’m worried that my boyfriend and I may break up because of us just not having enough time alone together in college. ",Yes,"Just be grateful for the time I get. ",Accept the breakup.,"Talk to him about it. ","Suffer through it. ",,,,9,3,9,6,,,,165.338,165.338,183.634,1,,,,,6.181,125.568,126.435,4,"We may break up because of college situations. Maybe the reasons for it will be because I’m too clingy or I expect too much of him. I become one of those overbearing girlfriends. ",Yes,,,,,,,,"Maybe just accept that it’s mostly in my head and stop myself before I freak out. ","Talk to him and say that hey I may feel this way you should talk me down from overreacting. ",,,,,,10,3,8,6,,,,10,10,,,,,,4,,,I am,18,Female,,High school diploma/A-levels,yes,Control,false,false,false,false,,,,false,false,,,,,
2021-08-21 16:56:57,2021-08-21 17:07:38,IP Address,187.147.8.208,100,641,True,2021-08-21 17:07:38,R_NWO0dPbca0iFLCF,,,,,20.624298095703125,-87.07700347900390625,anonymous,EN,6107e93f6d532118df2d8fba,Yes,,,3,2.149,61.135,61.944,2,I had to drop put of university temporarily and i am unsure wether my cake business will give me enough income or if i should work online,Yes,Take a full time online job,Promote my business,Enjoy my free time,Go somewhere to find a job close to where i live,,,,5,8,8,4,,,,0,0,181.078,0,,,,,18.77,54.984,57.151,3,"I should start promoting my business more on social media, try to get more interactions ",No,4,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,20,Female,,High school diploma/A-levels,no,Control,false,false,false,false,,,,,,,,,,
2021-08-21 16:56:32,2021-08-21 17:07:39,IP Address,197.185.107.0,100,666,True,2021-08-21 17:07:39,R_tGyiPxDeXIZcRRn,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611cce333b9ef1460e133913,Yes,,4,,3.156,54.055,55.379,15,Procrastination and fear of failing in the future,Yes,Set realistic goals,"Be intentional ",Meditate on the things I want,Identify where my lack of focus stems from,,,,5,6,8,9,,,,,,,,107.823,107.823,132.355,1,19.914,127.166,128.625,3,"Bad outcomes will breed good outcomes, patience and procrastination are two different words. Seek to discern every situation",Yes,,,,,,,,Opportunity loves preparation,Perfection is not far-fetched,Recharge and attack your goals,,,,,6,6,6,5,,,,5,7,6,,,,,5,Yes,1-10 times,I am,24,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,false,,,,false,false,false,,,,
2021-08-21 16:54:53,2021-08-21 17:07:45,IP Address,92.234.134.101,100,771,True,2021-08-21 17:07:45,R_brVL9r3EV5iNoEF,,,,,52.5876007080078125,-1.9828033447265625,anonymous,EN,611e5ecdb3570c1079893876,Yes,,,4,1.912,115.792,116.348,3,Getting a job in relation to coding but problem is qualifications are kind of needed.,No,,,,,,,,,,,,,,,,,,,0,0,125.779,0,8.14,239.442,240.563,15,Trying to get a job in relation to coding but however qualifications are needed. If I treat it more seriously and perhaps be more patient maybe it will happen some day.,Yes,,,,,,,,Patiently wait,Take the current situation more seriously,"Give it more time ",Need to stay positive,Eventually it may happen some day,Possibly an easier way to accomplish the situation,Just got to stay strong,,,,,,,,9,10,8,10,8,7,8,5,Yes,Never,I am,24,Male,,High school diploma/A-levels,no,IChing,,,,,,,,false,false,false,false,false,false,false
2021-08-21 16:57:15,2021-08-21 17:07:48,IP Address,178.235.178.65,100,633,True,2021-08-21 17:07:49,R_12FFkT9NsHwfKVX,,,,,53.4337005615234375,14.5615997314453125,anonymous,EN,604b5e52b81ba2ecaf757fd6,Yes,,3,,3.519,137.253,159.518,12,I just got dumped by my girlfriend and i can't stop thinking about her,Yes,I tried to stop thinking about her,I tried to limit social medias,I tried to break contant with her friends,,,,,7,8,4,,,,,,,,,0,0,44.251,0,9.399,51.342,52.552,4,I am trying to pick up after being dumped by girlfriend,No,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,Never,I am,19,Male,,High school diploma/A-levels,yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:57:47,2021-08-21 17:07:52,IP Address,197.185.110.32,100,605,True,2021-08-21 17:07:52,R_tR4XtkVaRonLMel,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,5ecfd0b927d04d049d65b73d,Yes,,,4,4.799,37.175,38.791,2,"I'm facing a financial problem, trying to generate a legit stream of income.",Yes,I've tried studio session work,tried day trading,tried cryto mining,Tried online surveys,Tried Transcription freelancing,,,9,2,3,1,6,,,0,0,183.484,0,,,,,11.65,12.394,69.513,2,"I have a problem generating stable income, or finding a stable stream of income.",Yes,,,,,,,,Consider pushing online streaming,Do YouTube videos,Focus more energy on doing Freelance transcription,,,,,9,1,4,1,8,,,9,9,10,,,,,4,,,I am,25,Male,,High school diploma/A-levels,no,Control,false,false,false,false,false,,,false,false,false,,,,
2021-08-21 16:55:34,2021-08-21 17:07:55,IP Address,177.249.218.44,100,741,True,2021-08-21 17:07:55,R_4UeprX3Hn59ArVD,,,,,20.63360595703125,-103.45549774169921875,anonymous,EN,60fef403b3b6d8b4cbfa281a,Yes,,,5,1.513,106.085,107.91,5,"I am deciding in which area should I focus my career. I've been a Backend Developer for a long time, but I am presented with the opportunity to focus more on Frontend.",Yes,"Continue with Backend and grow my current experience, keep a good salary.",Move to Frontend to learn about other areas I am interested in but with less salary.,Find a position that allows me to do both. Which may take time to find and maybe less salary.,,,,,5,9,7,,,,,,,,,81.444,90.795,186.841,10,6.543,100.666,102.074,5,I am to choose between staying the same with my career as a Backend developer or look for newer interests and learning opportunities by moving to Frontend developer,No,4,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,Yes,Never,I am,38,Male,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:57:55,2021-08-21 17:08:02,IP Address,68.56.115.221,100,606,True,2021-08-21 17:08:02,R_2gjoIPp0kuUnMrv,,,,,42.7366943359375,-84.475799560546875,anonymous,EN,611118a4c01be4f92c2f7c10,Yes,,5,,2.36,75.013,76.157,7,"1-Motivating myself enough to change a job I ve been working in for the last 5 years,
 2-love myself enough to let a heartbreak in the recent past not deter me from loving again",Yes,"Update resume, take necessary steps to transfer a professional license",Have enough funds to make all the necessary monetary fee submissions required to transfer a professional license,Workout,Meditate,"Eat more nutritious foods ",Make small sustainable changes in habits,Get enough sleep,8,9,10,10,10,9,10,142.286,142.286,181.984,1,,,,,6.809,39.81,40.869,4,"1. needing a job change
2. Self love and acceptance",Yes,,,,,,,,Identifying self limiting beliefs,generating multiple streams of income,,,,,,10,9,10,10,10,9,10,10,7,,,,,,5,,,I am,31,Female,,Graduate degree (MA/MSc/MPhil/other),yes,Control,false,false,false,false,false,false,false,false,false,,,,,
2021-08-21 16:57:23,2021-08-21 17:08:02,IP Address,108.243.34.28,100,639,True,2021-08-21 17:08:02,R_1KkAm9vmvGKbsEU,,,,,37.4445953369140625,-122.183502197265625,anonymous,EN,6115db5b582ffcc593d95677,Yes,,,4,2.66,3.081,231.259,2,"I am unhappy in my current job. I am not happy with the pay or the way that I am treated by my supervisor. ",Yes,Leave my current job and apply for other jobs,"Talk to my supervisor and give her feedback about pay ",Talk to my supervisor and give her feedback about her management,"Say nothing and continue with my work ",,,,9,4,5,2,,,,,,,,0,0,78.342,0,1.369,23.127,24.277,3,"I want to leave my job in a careful way. I feel as though I may burn bridges. ",Yes,,,,,,,,"Leave my job quickly ",Leave my my job after finding a new job,"Leave with at least 2 weeks ",Combination of 2 and 3,"Stay at my job ",,,10,2,2,1,,,,5,10,9,7,1,,,5,Yes,More than 10 times,I am,24,Female,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,false,false,,,,false,false,false,false,false,,
2021-08-21 16:58:30,2021-08-21 17:08:07,IP Address,85.245.85.169,100,577,True,2021-08-21 17:08:07,R_2Cdkzet0mv3AAmn,,,,,32.68060302734375,-16.793792724609375,anonymous,EN,6047c853ca7cb206a40f555b,Yes,,,5,2.569,68.43,69.4,2,My uni experience is being terrible and I've been anxious and kind of sad just by thinking that in a month I'm going back to uni,Yes,Try to make new friends and infiltrate into existing groups,Keep on living the same life friendless and feeling alone most of the time,,,,,,2,3,,,,,,0,0,185.166,0,,,,,5.915,42.245,111.627,4,My uni experience is being terrible because I feel sad and lonely 99/ of the time and I've been feeling anxious and sad just by thinking that in a month I'm going back to it and it'll probably be the same shit and I can't find any efficient solutions for it,No,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,19,Female,,High school diploma/A-levels,no,Control,false,false,,,,,,,,,,,,
2021-08-21 16:55:43,2021-08-21 17:08:08,IP Address,41.144.80.96,100,744,True,2021-08-21 17:08:08,R_233kxMLedrHrZB9,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,6105b6067daf49b4e07d695e,Yes,,5,,0.918,98.576,99.783,8,I want to fully devot myself to Christ by abstaining from sex till marriage however I have been allowing myself to be controlled by the flesh.,Yes,Fasting,"Praying ","Not being alone with my partner ",Abstaining from passionate kissing,"Asking for help from religious leaders ","Not watching explicit content ","Detoxing from secular music ",10,10,10,10,10,10,10,,,,,0,0,56.687,0,13.77,137.483,138.469,5,"I want to fully devot myself to Christ by abstaining from sex until marriage by fasting, praying, abstaining from explicit content, passionate kissing, secular music and getting help from religious leaders.",Yes,,,,,,,,I have to fast for 7 days,Medidate on the Bible,"Replace secular music with gospel ","Ask my granny to help me by joining me in prayer ","Pray for my partner to have aligned goals ","Going out and going to church together ",Ask the Lord to help me,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,No,Never,I am,24,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,false,false,false,false,false,false,false,false,false,false,false
2021-08-21 16:54:49,2021-08-21 17:08:20,IP Address,146.232.108.49,100,810,True,2021-08-21 17:08:20,R_2YDMqLNKxgTAFJK,,,,,-33.9304046630859375,18.8459930419921875,anonymous,EN,60fd1d2fcb504f5234f757c1,Yes,,3,,5.156,100.863,102.269,6,"The problem I face is career wise, weather to go and work or continue studying to become an academic. If I do study how will I earn money to support myself, that is the issue that I have at hand.",Yes,"Apply for as many funding programmes as I can ","Ask my lecturers for advice and if they are able to provide me with any funding ","Start applying for small jobs to earn extra money just to save up incase I can use it at a later stage ","Considering working and studying simultaneously next year ",Finding a side hustle that would earn me enough money to take care of myself as a bachelor,,,10,7,4,8,9,,,0,0,183.889,0,,,,,7.301,86.586,88.026,2,"the problem is still the same, but thinking long term and what I want out of life, which is to be an academic, going into a corporate environment does not sound appealing to me as I would not want to do it for a long period of time.",No,10,7,6,9,9,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,22,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,false,,,,,,,,,
2021-08-21 16:58:02,2021-08-21 17:08:23,IP Address,24.143.101.232,100,621,True,2021-08-21 17:08:23,R_3qDrCV61P8jf7L3,,,,,47.583404541015625,-122.2978973388671875,anonymous,EN,61082d8ee456811f434dde04,Yes,,3,,2.753,83.349,84.418,2,"I am conflicted about whether or not to go to the Peace Corps when I graduate or delay it a year. It is a 2.5 year commitment and that means that long of time away from my friends & family. If I delay the year, I would spend the time getting other work experience & hiking the PCT with my friends and family.",Yes,Apply to the Peace Corps this fall. I get accepted and do it.,"Apply to the Peace Corps this fall. I get rejected and hike the PCT, applying the next year.",Don't apply to the Peace Corps this fall. Hike the PCT and apply next year.,"Don't apply to the Peace Corps at all, get a different job after graduating.","Drop out of college to become an interior designer, personal organizer, librarian, or animal handler.",,,6,8,10,4,2,,,,,,,31.971,31.971,55.781,1,1.398,68.155,70.041,2,"The problem I have is that I'm conflicted as to when/if I should apply to the Peace Corps. This would be a significant time commitment, but would also likely deeply impact and shape me.",Yes,,,,,,,,Find a middle ground job; adventure with less commitment,,,,,,,8,8,9,4,2,,,7,,,,,,,1,Yes,1-10 times,I am,21,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,false,false,,,false,,,,,,
2021-08-21 16:54:25,2021-08-21 17:08:25,IP Address,197.245.149.234,100,839,True,2021-08-21 17:08:25,R_2RP2aUJdCIVtFFy,,,,,-33.91400146484375,18.41290283203125,anonymous,EN,611ba9bea0d5bd7db68678e7,Yes,,5,,4.002,34.594,35.797,2,Existential crisis: At 30 - Not sure who I want to be.,Yes,Create an online persona.,Create a story/stories.,Be patient until the epiphany hits.,Pretend to be someone I find to be a cool idea.,Isolate myself.,Drown myself in projects.,Become content with not knowing who I am.,10,6,1,3,1,5,1,0,0,189.998,0,,,,,2.501,93.988,96.423,2,The problem could be solved by just... meditating on a daily basis. Any one of the solutions I thought of could be worked upon. I find my thoughts revolving more around creating online character(s).,No,10,8,1,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,3,,,I am,30,Male,,Technical/community college,yes,Control,false,false,false,false,false,false,false,,,,,,,
2021-08-21 16:58:38,2021-08-21 17:08:27,IP Address,93.173.31.137,100,589,True,2021-08-21 17:08:28,R_3JKoJHWuFIOoCA1,,,,,32.0666046142578125,34.76519775390625,anonymous,EN,60fd053ac146296b31df4c04,Yes,,,5,1.627,111.322,113.729,4," I am unsure if I should take the psychometric test next month or the one in December.  ",Yes,I take it next month even though I haven't studied,I study aggressively until the test and take it confidently next month,I give up studying and stressing about the test and just reschedule it for the next available date,,,,,6,4,8,,,,,0,0,220.423,0,,,,,1.386,67.865,68.704,4,I am unsure whether I have studied enough to be able to successfully take next month's psychometric exam or whether I should reschedule it to the next date in order to get a higher grade.,Yes,,,,,,,,I can take it both next month and the next possible date and keep the highest score.,,,,,,,6,5,8,,,,,10,,,,,,,5,,,I am,18,Female,,High school diploma/A-levels,no,Control,false,false,false,,,,,false,,,,,,
2021-08-21 16:56:38,2021-08-21 17:08:29,IP Address,197.185.103.175,100,711,True,2021-08-21 17:08:30,R_1OUXiyXE4FrSYZt,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,60f1d99a67bc1538a6dadc94,Yes,,4,,1.599,60.001,61.659,2,"I recently started a new role, and I find myself feeling anxious about setting up and facilitating meetings with key stakeholders. Talking to people (I don’t know) makes me nervous. ",Yes,Set up meetings with an agenda,"Chat with stakeholders on IM before sending the email invitation ","Meditate before facilitating a meeting ",Write a script of what I want to say,,,,8,6,8,6,,,,160.071,160.071,181.873,1,,,,,1.628,91.898,92.951,8,"I recently started a new job, and I find myself feeling anxious especially when I have to speak to/set up meetings with stakeholders. This is probably because I want to seem like I know what I’m doing, but I’m still new so I understand that this feeling won’t last long",Yes,,,,,,,,Practice with a colleague before facilitating meetings,Prepare for meetings by looking up the stakeholders,,,,,,9,6,8,6,,,,8,8,,,,,,4,,,I am,25 years old,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,,,,false,false,,,,,
2021-08-21 16:56:40,2021-08-21 17:08:42,IP Address,105.4.1.45,100,721,True,2021-08-21 17:08:42,R_3TWg10xzfMXQ5Bn,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611d3c0e55ab5c0fad0f51db,Yes,,,5,2.364,142.114,144.103,2,Whenever I try to finish my degree I seem to get bored after a few months or a of studying. Then I drop and come again the following year or so. I cannot seem to be able to finish it.,No,,,,,,,,,,,,,,,0,0,183.498,0,,,,,6.394,78.179,81.02,2,I cannot seem to be able to finish my degree. I think this due to the fact that I have so much work to do between school and building my side business.,Yes,,,,,,,,Decrease workload,take fewer modules each year,"put my side business on hold for a while until I finish my degree
",Join a study group,Get a mentor,plan for the work to be done ahead,cut of some nights out,,,,,,,,5,9,2,6,5,5,8,5,,,I am,23,Male,,High school diploma/A-levels,no,Control,,,,,,,,false,false,false,false,false,false,false
2021-08-21 16:54:44,2021-08-21 17:08:49,IP Address,94.63.17.127,100,844,True,2021-08-21 17:08:49,R_1fdB1I2xXRsVm8l,,,,,38.7310028076171875,-9.137298583984375,anonymous,EN,610c854214c4b35281b86817,Yes,,5,,1.78,200.567,201.299,14,"My problem is about loneliness, after this period of huge isolation due to the corona virus I feel like going out isn't has natural and has easy has before. Apart from this, I initiated university that was extremely difficult not only in terms of grades but also in terms of creating relationships. ",No,,,,,,,,,,,,,,,42.467,42.467,182.03,1,,,,,6.085,246.45,261.482,9,"my problem revolves around loneliness that was hugely emphasised with the corona virus. Socialising stopped being so natural because it now has other consequences that didn't exist before the pandemic. In this time I thought that to combat this loneliness I can experiment new hobbies or put myself more out there, insist on being with old friends and trying to make new ones in class or during university projects. ",Yes,,,,,,,,"experimenting new hobbies ",really trying to be with old friends that are maybe has lonely has I am,putting myself out there during class,"being has kind has I can with everyone ",,,,,,,,,,,9,10,7,8,,,,4,,,I am,19,Female,,Undergraduate degree (BA/BSc/other),yes,Control,,,,,,,,false,false,false,false,,,
2021-08-21 16:56:39,2021-08-21 17:08:50,IP Address,89.177.31.126,100,731,True,2021-08-21 17:08:50,R_3e9N0kjVCvfM8LS,,,,,50.1432952880859375,14.4821014404296875,anonymous,EN,610274cde6a257ad5c450767,Yes,,4,,1.41,34.792,36.056,2,"attachment issues, unable to leave toxic people because i am afraid of losing people even if i recognize theyre not good for me",Yes,cutting people out who are not good for me,finding self acceptance and love so i dont rely on other people to feel accepted,work on hobbies so i dont always find the need to seek out people,put my energy into my good relationships instead of crying over toxic ones and trying to save them,,,,5,10,8,10,,,,0,0,187.683,0,,,,,1.628,134.628,135.867,4,unable to cut out people who i recognize always leave me anxious or upset simply because im so scared of losing people that ill give even the worst people another chance,Yes,,,,,,,,"recognize that everyone has these people in their lives and sometimes its a learning opportunity, dont beat yourself up about it, try to be on the look out for red flags next time","get out at the sign of a red flag and dont disregard it simply bc they made you feel good once or twice
",get out before you get too attached to the point its too difficult to cut ties,being alone is better than being with people and being miserable,,,,6,10,9,10,,,,10,10,10,10,,,,3,,,I am,19,Female,,High school diploma/A-levels,yes,Control,false,false,false,false,,,,false,false,false,false,,,
2021-08-21 16:56:20,2021-08-21 17:08:50,IP Address,190.21.14.87,100,750,True,2021-08-21 17:08:51,R_3OcOoD5f8J0Ucbs,,,,,-33.4512939453125,-70.6652984619140625,anonymous,EN,5f18d780c5db3310364ceda0,Yes,,3,,0.999,100.764,101.777,4,"At the university I had to submit a work in group and we lost the advance a day before submitting it, and we did not have a copy of the work",Yes,Trying to get back to work in some way or not to do it all over again,Redo the work and this time make a backup,Talk to the teacher to extend the delivery time or see if he can give us another work,,,,,6,10,5,,,,,0,0,263.776,0,,,,,2.245,50.116,51.003,7,"Spoil work and without saving backup, in the last days of delivery",No,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,20,Male,,High school diploma/A-levels,yes,Control,false,false,false,,,,,,,,,,,
